"Voranschlag Band 2A","2015","01 Behörden und Gerichte",,,"101","Bundesversammlung",,"Rechnung","Voranschlag","Voranschlag","Differenz zu VA 2014","CHF","2013","2014","2015","absolut","%","Erfolgsrechnung","Ertrag",,88 916,82 000,82 000,,0,"0,0",,,"Aufwand",101 189 354,,103 606 269,106 920 900,,3 314 631,"3,2",,,,,,,"Saldo",,-101 100 438,-103 524 269,-106 838 900,,-3 314 631,,,,,"Ertragsposition",88 916,,82 000,82 000,,0,"0,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Übriger Ertrag",11 826,,–,–,–,,,– ,,,,,,,,,,,,,,,,"E1500.0001","Übriger Ertrag",11 826,,–,–,,–,– ,,,,"n.a.: nicht ausgewiesen",,1
"Voranschlag Band 2A","2015","01 Behörden und Gerichte",,,"101","Bundesversammlung",,"Rechnung","Voranschlag","Voranschlag","Differenz zu VA 2014","CHF","2013","2014","2015","absolut","%","Erfolgsrechnung","Ertrag",,88 916,82 000,82 000,,0,"0,0",,,"Aufwand",101 189 354,,103 606 269,106 920 900,,3 314 631,"3,2",,,,,,,"Saldo",,-101 100 438,-103 524 269,-106 838 900,,-3 314 631,,,,,"Ertragsposition",88 916,,82 000,82 000,,0,"0,0",,,,,,,,,,,"Parlamentsdienste",,77 090,82 000,82 000,,0,"0,0",,,,,,,,,,,,,,,,,,,,,"Entgelte",77 090,,82 000,82 000,,0,"0,0",,,,,,,,,,,,,,,,,"E1300.0010","Entgelte",77 090,,82 000,82 000,0,,,"0,0",,,"n.a.: nicht ausgewiesen",,1
"Voranschlag Band 2A","2015","01 Behörden und Gerichte",,,"101","Bundesversammlung",,"Rechnung","Voranschlag","Voranschlag","Differenz zu VA 2014","CHF","2013","2014","2015","absolut","%","Erfolgsrechnung","Ertrag",,88 916,82 000,82 000,,0,"0,0",,,"Aufwand",101 189 354,,103 606 269,106 920 900,,3 314 631,"3,2",,,,,,,"Saldo",,-101 100 438,-103 524 269,-106 838 900,,-3 314 631,,,,,"Aufwandkredit",101 189 354,,103 606 269,106 920 900,,3 314 631,"3,2",,,,,,,,,,,"Parlament",,46 426 027,49 095 809,49 379 300,,283 491,"0,6",,,,,,,,,,,,,,,,,,,,,"Personalaufwand",37 275 334,,39 992 800,39 157 800,,-835 000,"-2,1",,,"Übrige Bezüge und Leistungen",37 275 334,39 992 800,39 157 800,,-835 000,,,,,,,,,"A2101.0101","Jahresvergütung Mitglieder Nationalrat/Zulagen Ratspräsidium",11 849 680,,11 874 000,11 874 000,0,,,"0,0",,,"n.a.: nicht ausgewiesen",,1
"Voranschlag Band 2A","2015","01 Behörden und Gerichte",,,"101","Bundesversammlung",,"Rechnung","Voranschlag","Voranschlag","Differenz zu VA 2014","CHF","2013","2014","2015","absolut","%","Erfolgsrechnung","Ertrag",,88 916,82 000,82 000,,0,"0,0",,,"Aufwand",101 189 354,,103 606 269,106 920 900,,3 314 631,"3,2",,,,,,,"Saldo",,-101 100 438,-103 524 269,-106 838 900,,-3 314 631,,,,,"Aufwandkredit",101 189 354,,103 606 269,106 920 900,,3 314 631,"3,2",,,,,,,,,,,"Parlament",,46 426 027,49 095 809,49 379 300,,283 491,"0,6",,,,,,,,,,,,,,,,,,,,,"Personalaufwand",37 275 334,,39 992 800,39 157 800,,-835 000,"-2,1",,,"Übrige Bezüge und Leistungen",37 275 334,39 992 800,39 157 800,,-835 000,,,,,,,,,"A2101.0102","Jahresvergütung Mitglieder Ständerat/Zulagen Ratspräsidium",2 767 073,,2 780 000,2 780 000,0,,,"0,0",,,"n.a.: nicht ausgewiesen",,1
"Voranschlag Band 2A","2015","01 Behörden und Gerichte",,,"101","Bundesversammlung",,"Rechnung","Voranschlag","Voranschlag","Differenz zu VA 2014","CHF","2013","2014","2015","absolut","%","Erfolgsrechnung","Ertrag",,88 916,82 000,82 000,,0,"0,0",,,"Aufwand",101 189 354,,103 606 269,106 920 900,,3 314 631,"3,2",,,,,,,"Saldo",,-101 100 438,-103 524 269,-106 838 900,,-3 314 631,,,,,"Aufwandkredit",101 189 354,,103 606 269,106 920 900,,3 314 631,"3,2",,,,,,,,,,,"Parlament",,46 426 027,49 095 809,49 379 300,,283 491,"0,6",,,,,,,,,,,,,,,,,,,,,"Personalaufwand",37 275 334,,39 992 800,39 157 800,,-835 000,"-2,1",,,"Übrige Bezüge und Leistungen",37 275 334,39 992 800,39 157 800,,-835 000,,,,,,,,,"A2101.0103","Sessionen des Nationalrates",7 515 340,,7 579 200,7 579 200,0,,,"0,0",,,"n.a.: nicht ausgewiesen",,1
"Voranschlag Band 2A","2015","01 Behörden und Gerichte",,,"101","Bundesversammlung",,"Rechnung","Voranschlag","Voranschlag","Differenz zu VA 2014","CHF","2013","2014","2015","absolut","%","Erfolgsrechnung","Ertrag",,88 916,82 000,82 000,,0,"0,0",,,"Aufwand",101 189 354,,103 606 269,106 920 900,,3 314 631,"3,2",,,,,,,"Saldo",,-101 100 438,-103 524 269,-106 838 900,,-3 314 631,,,,,"Aufwandkredit",101 189 354,,103 606 269,106 920 900,,3 314 631,"3,2",,,,,,,,,,,"Parlament",,46 426 027,49 095 809,49 379 300,,283 491,"0,6",,,,,,,,,,,,,,,,,,,,,"Personalaufwand",37 275 334,,39 992 800,39 157 800,,-835 000,"-2,1",,,"Übrige Bezüge und Leistungen",37 275 334,39 992 800,39 157 800,,-835 000,,,,,,,,,"A2101.0104","Sessionen des Ständerates",1 714 842,,1 792 500,1 792 500,0,,,"0,0",,,"n.a.: nicht ausgewiesen",,1
"Voranschlag Band 2A","2015","01 Behörden und Gerichte",,,"101","Bundesversammlung",,"Rechnung","Voranschlag","Voranschlag","Differenz zu VA 2014","CHF","2013","2014","2015","absolut","%","Erfolgsrechnung","Ertrag",,88 916,82 000,82 000,,0,"0,0",,,"Aufwand",101 189 354,,103 606 269,106 920 900,,3 314 631,"3,2",,,,,,,"Saldo",,-101 100 438,-103 524 269,-106 838 900,,-3 314 631,,,,,"Aufwandkredit",101 189 354,,103 606 269,106 920 900,,3 314 631,"3,2",,,,,,,,,,,"Parlament",,46 426 027,49 095 809,49 379 300,,283 491,"0,6",,,,,,,,,,,,,,,,,,,,,"Personalaufwand",37 275 334,,39 992 800,39 157 800,,-835 000,"-2,1",,,"Übrige Bezüge und Leistungen",37 275 334,39 992 800,39 157 800,,-835 000,,,,,,,,,"A2101.0105","Kommissionen und Delegationen des Nationalrates",5 667 578,,6 476 000,6 476 000,0,,,"0,0",,,"n.a.: nicht ausgewiesen",,1
"Voranschlag Band 2A","2015","01 Behörden und Gerichte",,,"101","Bundesversammlung",,"Rechnung","Voranschlag","Voranschlag","Differenz zu VA 2014","CHF","2013","2014","2015","absolut","%","Erfolgsrechnung","Ertrag",,88 916,82 000,82 000,,0,"0,0",,,"Aufwand",101 189 354,,103 606 269,106 920 900,,3 314 631,"3,2",,,,,,,"Saldo",,-101 100 438,-103 524 269,-106 838 900,,-3 314 631,,,,,"Aufwandkredit",101 189 354,,103 606 269,106 920 900,,3 314 631,"3,2",,,,,,,,,,,"Parlament",,46 426 027,49 095 809,49 379 300,,283 491,"0,6",,,,,,,,,,,,,,,,,,,,,"Personalaufwand",37 275 334,,39 992 800,39 157 800,,-835 000,"-2,1",,,"Übrige Bezüge und Leistungen",37 275 334,39 992 800,39 157 800,,-835 000,,,,,,,,,"A2101.0106","Kommissionen und Delegationen des Ständerates",1 985 529,,2 208 500,2 208 500,0,,,"0,0",,,"n.a.: nicht ausgewiesen",,1
"Voranschlag Band 2A","2015","01 Behörden und Gerichte",,,"101","Bundesversammlung",,"Rechnung","Voranschlag","Voranschlag","Differenz zu VA 2014","CHF","2013","2014","2015","absolut","%","Erfolgsrechnung","Ertrag",,88 916,82 000,82 000,,0,"0,0",,,"Aufwand",101 189 354,,103 606 269,106 920 900,,3 314 631,"3,2",,,,,,,"Saldo",,-101 100 438,-103 524 269,-106 838 900,,-3 314 631,,,,,"Aufwandkredit",101 189 354,,103 606 269,106 920 900,,3 314 631,"3,2",,,,,,,,,,,"Parlament",,46 426 027,49 095 809,49 379 300,,283 491,"0,6",,,,,,,,,,,,,,,,,,,,,"Personalaufwand",37 275 334,,39 992 800,39 157 800,,-835 000,"-2,1",,,"Übrige Bezüge und Leistungen",37 275 334,39 992 800,39 157 800,,-835 000,,,,,,,,,"A2101.0107","Delegationen in internationalen Organisationen",1 263 315,,2 500 000,1 500 000,-1 000 000,,,"-40,0",,,"n.a.: nicht ausgewiesen",,1
"Voranschlag Band 2A","2015","01 Behörden und Gerichte",,,"101","Bundesversammlung",,"Rechnung","Voranschlag","Voranschlag","Differenz zu VA 2014","CHF","2013","2014","2015","absolut","%","Erfolgsrechnung","Ertrag",,88 916,82 000,82 000,,0,"0,0",,,"Aufwand",101 189 354,,103 606 269,106 920 900,,3 314 631,"3,2",,,,,,,"Saldo",,-101 100 438,-103 524 269,-106 838 900,,-3 314 631,,,,,"Aufwandkredit",101 189 354,,103 606 269,106 920 900,,3 314 631,"3,2",,,,,,,,,,,"Parlament",,46 426 027,49 095 809,49 379 300,,283 491,"0,6",,,,,,,,,,,,,,,,,,,,,"Personalaufwand",37 275 334,,39 992 800,39 157 800,,-835 000,"-2,1",,,"Übrige Bezüge und Leistungen",37 275 334,39 992 800,39 157 800,,-835 000,,,,,,,,,"A2101.0108","Internationale Beziehungen",477 027,,350 000,500 000,150 000,,,"42,9",,,"n.a.: nicht ausgewiesen",,1
